Observation URI,references,refArea,PercentageofEducationlevelofresidents-illeterate,PercentageofSchooldropout,PercentageofEducationlevelofresidents-university,publisher,PercentageofEducationlevelofresidents-secondary,PercentageofEducationlevelofresidents-intermediate,PercentageofEducationlevelofresidents-vocational,PercentageofEducationlevelofresidents-elementary,PercentageofEducationlevelofresidents-highereducation,refArea District,refArea Governorate,Town,dataset
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nahr+Ibrahim,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,2e+01,Impact Open Data,2.5e+01,2e+01,1e+01,2e+01,5e+00,Byblos_District,Mount_Lebanon_Governorate,Nahr Ibrahim,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Najjariyeh,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,1e+00,1.5e+01,Impact Open Data,1.5e+01,1.5e+01,1.5e+01,2e+01,1e+01,Sidon_District,South_Governorate,Najjariyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nakhleh,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,2e+00,1.5e+01,Impact Open Data,2e+01,2.2e+01,1e+01,2.7e+01,5e+00,Koura_District,North_Governorate,Nakhleh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Naoura+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,nan,4e+00,1e+01,1e+01,Impact Open Data,2e+01,2.5e+01,2e+01,2e+01,1e+00,Akkar_District,Akkar_Governorate,Naoura El-Faouqa,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nasriyet+Zahleh,https://impact.cib.gov.lb/home#open_data_section,nan,3e+01,5e+00,5e+00,Impact Open Data,1e+01,3e+01,5e+00,2e+01,0e+00,ZahlÃ©_District,Beqaa_Governorate,Nasriyet Zahleh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nfisseh,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,0e+00,2e+01,Impact Open Data,2e+01,1.9e+01,2e+01,1e+01,1e+01,Akkar_District,Akkar_Governorate,Nfisseh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Niha+El-Chouf,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,1.5e+01,Impact Open Data,3.3e+01,2.5e+01,1e+01,1.5e+01,2e+00,Chouf_District,Mount_Lebanon_Governorate,Niha El-Chouf,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Niha+Zahleh,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1e+00,2.5e+01,Impact Open Data,1e+01,2e+01,1.5e+01,2e+01,1e+01,ZahlÃ©_District,Beqaa_Governorate,Niha Zahleh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nimrine,https://impact.cib.gov.lb/home#open_data_section,nan,1.4e+01,1e+01,3e+00,Impact Open Data,1.5e+01,2.5e+01,7e+00,3.5e+01,1e+00,MiniyehâDanniyeh_District,North_Governorate,Nimrine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nmairiyeh,https://impact.cib.gov.lb/home#open_data_section,nan,4e+00,2e-01,1.8e+01,Impact Open Data,2.2e+01,1.7e+01,1.9e+01,1.6e+01,4e+00,Nabatieh_District,Nabatieh_Governorate,Nmairiyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouada,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+01,1e+01,Impact Open Data,1.5e+01,2.5e+01,7e+00,3.5e+01,3e+00,Akkar_District,Akkar_Governorate,Ouada,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Baanqoudaine,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3e+01,Impact Open Data,1.5e+01,3e+01,5e+00,1.8e+01,2e+00,Jezzine_District,South_Governorate,Ouadi Baanqoudaine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Banhlay,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,5e+00,Impact Open Data,1.5e+01,2.5e+01,1.3e+01,3e+01,2e+00,Chouf_District,Mount_Lebanon_Governorate,Ouadi Banhlay,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Chahine,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,6.5e+01,Impact Open Data,0e+00,2e+01,5e+00,0e+00,5e+00,Matn_District,Mount_Lebanon_Governorate,Ouadi Chahine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Chahrour+El+Aaoulia,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,0e+00,2e+01,Impact Open Data,2e+01,3e+01,1e+01,1e+01,9e+00,Baabda_District,Mount_Lebanon_Governorate,Ouadi Chahrour El Aaoulia,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Chahrour+Es-Soufla,https://impact.cib.gov.lb/home#open_data_section,nan,5e-01,0e+00,3.8e+01,Impact Open Data,2e+01,1.5e+01,1.5e+01,4e+00,7.5e+00,Baabda_District,Mount_Lebanon_Governorate,Ouadi Chahrour Es-Soufla,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Ed-Deir,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,1e+01,Impact Open Data,1.5e+01,3e+01,1e+01,3e+01,4e+00,Chouf_District,Mount_Lebanon_Governorate,Ouadi Ed-Deir,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+El-Haour,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+01,1e+01,Impact Open Data,1.5e+01,2.5e+01,1e+01,3.5e+01,0e+00,Akkar_District,Akkar_Governorate,Ouadi El-Haour,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+El-Karm+El-Matn,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,5e+00,Impact Open Data,3e+01,2e+01,2e+01,1e+01,5e+00,Matn_District,Mount_Lebanon_Governorate,Ouadi El-Karm El-Matn,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+El-Laymoun,https://impact.cib.gov.lb/home#open_data_section,nan,9.9e+00,1e+00,3.5e+01,Impact Open Data,2e+01,1.5e+01,1e+01,1e+01,1e-01,Jezzine_District,South_Governorate,Ouadi El-Laymoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Es-Sitt,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,3e+01,Impact Open Data,0e+00,3e+01,3e+01,0e+00,5e+00,Chouf_District,Mount_Lebanon_Governorate,Ouadi Es-Sitt,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Faara,https://impact.cib.gov.lb/home#open_data_section,nan,6e+01,3e+01,0e+00,Impact Open Data,0e+00,1e+01,0e+00,3e+01,0e+00,Hermel_District,Baalbek-Hermel_Governorate,Ouadi Faara,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Khaled,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,1e+00,2e+01,Impact Open Data,2e+01,2.5e+01,1.5e+01,1e+01,9e+00,Akkar_District,Akkar_Governorate,Ouadi Khaled,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Nakhleh,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+01,1e+01,Impact Open Data,1e+01,3e+01,1e+01,3e+01,5e+00,"Tripoli_District,_Lebanon",North_Governorate,Ouadi Nakhleh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Qannoubine,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,2e+01,Impact Open Data,1.5e+01,2.7e+01,1e+01,1.5e+01,3e+00,Bsharri_District,North_Governorate,Ouadi Qannoubine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouardaniyeh,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,1e+00,2e+01,Impact Open Data,3e+01,2e+01,8e+00,5e+00,1.5e+01,Chouf_District,Mount_Lebanon_Governorate,Ouardaniyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouarhaniyeh,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,1e+01,2e+01,Impact Open Data,1.5e+01,2.5e+01,7e+00,2.5e+01,5e+00,Chouf_District,Mount_Lebanon_Governorate,Ouarhaniyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouata+El-Jaouz,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Keserwan_District,Mount_Lebanon_Governorate,Ouata El-Jaouz,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaa+Baalbek,https://impact.cib.gov.lb/home#open_data_section,nan,1.5e+01,2e+00,1.5e+01,Impact Open Data,1.5e+01,1.7e+01,5e+00,3e+01,3e+00,Baalbek_District,Baalbek-Hermel_Governorate,Qaa Baalbek,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaa+Er-Rim,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,0e+00,4e+01,Impact Open Data,2e+01,5e+00,1.5e+01,5e+00,1.3e+01,ZahlÃ©_District,Beqaa_Governorate,Qaa Er-Rim,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaaqaaiyet+Ej-Jisr,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+00,2.4e+01,Impact Open Data,1.5e+01,2e+01,1.5e+01,2e+01,1e+00,Nabatieh_District,Nabatieh_Governorate,Qaaqaaiyet Ej-Jisr,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaaqaiyet+Es-Snaoubar,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,5e+00,1.2e+01,Impact Open Data,1.5e+01,3e+01,1e+01,2e+01,3e+00,Sidon_District,South_Governorate,Qaaqaiyet Es-Snaoubar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaaqour,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,1e+01,1.5e+01,Impact Open Data,1e+01,3e+01,5e+00,3e+01,0e+00,Matn_District,Mount_Lebanon_Governorate,Qaaqour,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qabaait,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,1.5e+01,Impact Open Data,1.5e+01,2e+01,1e+01,2e+01,1e+01,Akkar_District,Akkar_Governorate,Qabaait,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qabb+Elias,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,5e+00,2.5e+01,Impact Open Data,3e+01,1e+01,5e+00,1e+01,1.5e+01,ZahlÃ©_District,Beqaa_Governorate,Qabb Elias,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qabrikha,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Marjeyoun_District,Nabatieh_Governorate,Qabrikha,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qachlaq,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,2e+00,5e+00,Impact Open Data,1.5e+01,2.5e+01,1e+01,3e+01,5e+00,Akkar_District,Akkar_Governorate,Qachlaq,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qahmez,https://impact.cib.gov.lb/home#open_data_section,nan,2.1e+01,5e+00,5e+00,Impact Open Data,2e+01,2e+01,2e+00,3e+01,2e+00,Byblos_District,Mount_Lebanon_Governorate,Qahmez,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qalaa,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,4e+01,Impact Open Data,3e+01,1e+01,1e+01,5e+00,5e+00,Baabda_District,Mount_Lebanon_Governorate,Qalaa,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qalamoun,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,5e+00,1.5e+01,Impact Open Data,2.5e+01,2e+01,2e+01,1e+01,1e+01,"Tripoli_District,_Lebanon",North_Governorate,Qalamoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qalaouiyeh,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1e+00,2e+01,Impact Open Data,1.7e+01,3e+01,1e+01,2e+01,3e+00,Bint_Jbeil_District,Nabatieh_Governorate,Qalaouiyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qalhat,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1e+00,3e+01,Impact Open Data,1e+01,3e+01,5e+00,2e+01,5e+00,Koura_District,North_Governorate,Qalhat,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qannebet+Salima,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3.5e+01,Impact Open Data,2e+01,1.5e+01,2.5e+01,0e+00,5e+00,Matn_District,Mount_Lebanon_Governorate,Qannebet Salima,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qantara,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,0e+00,1e+01,Impact Open Data,2e+01,3e+01,1.8e+01,2e+01,0e+00,Marjeyoun_District,Nabatieh_Governorate,Qantara,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qantarat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,1.5e+01,Impact Open Data,3e+01,3e+01,1e+01,5e+00,5e+00,Akkar_District,Akkar_Governorate,Qantarat Aakkar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qanya,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,2.5e+01,Impact Open Data,1e+01,2e+01,1e+01,2e+01,5e+00,Akkar_District,Akkar_Governorate,Qanya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaouzah,https://impact.cib.gov.lb/home#open_data_section,nan,2e+01,0e+00,1e+01,Impact Open Data,2e+01,1e+01,2e+01,2e+01,0e+00,Bint_Jbeil_District,Nabatieh_Governorate,Qaouzah,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaraaoun,https://impact.cib.gov.lb/home#open_data_section,nan,8e+00,3e+00,1.5e+01,Impact Open Data,2.2e+01,2.1e+01,8e+00,2.1e+01,5e+00,Western_Beqaa_District,Beqaa_Governorate,Qaraaoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarah+Bach,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3e+01,Impact Open Data,2e+01,5e+00,2.5e+01,0e+00,2e+01,Zgharta_District,North_Governorate,Qarah Bach,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qardaf,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Akkar_District,Akkar_Governorate,Qardaf,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarha,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,2e+00,5e+00,Impact Open Data,1e+01,5e+01,5e+00,2.5e+01,0e+00,Akkar_District,Akkar_Governorate,Qarha,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarha+Baalbek,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Baalbek_District,Baalbek-Hermel_Governorate,Qarha Baalbek,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarhaiya,https://impact.cib.gov.lb/home#open_data_section,nan,3.5e+01,3e+01,2e+00,Impact Open Data,5e+00,1e+01,1e+01,3.8e+01,0e+00,MiniyehâDanniyeh_District,North_Governorate,Qarhaiya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarsaita,https://impact.cib.gov.lb/home#open_data_section,nan,1.5e+01,5e+00,2.2e+01,Impact Open Data,1.5e+01,1e+01,2e+01,8e+00,1e+01,MiniyehâDanniyeh_District,North_Governorate,Qarsaita,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qartaba,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,3e+01,Impact Open Data,1e+01,1.5e+01,1e+01,1.5e+01,1e+01,Byblos_District,Mount_Lebanon_Governorate,Qartaba,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaser,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,2e+00,1e+01,Impact Open Data,1.5e+01,2.5e+01,2e+01,2.5e+01,0e+00,Hermel_District,Baalbek-Hermel_Governorate,Qaser,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qatrani,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,2e+00,2e+01,Impact Open Data,1.5e+01,2e+01,1e+01,2e+01,1e+01,Jezzine_District,South_Governorate,Qatrani,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qattineh-Miniyeh,https://impact.cib.gov.lb/home#open_data_section,nan,4e+00,2e+00,1.5e+01,Impact Open Data,2e+01,2e+01,2e+01,2e+01,1e+00,MiniyehâDanniyeh_District,North_Governorate,Qattineh-Miniyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaynour,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,0e+00,4.5e+01,Impact Open Data,2e+01,1.4e+01,8e+00,5e+00,5e+00,Bsharri_District,North_Governorate,Qaynour,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaytouleh,https://impact.cib.gov.lb/home#open_data_section,nan,2.5e+01,1e+00,2e+00,Impact Open Data,1e+01,1.5e+01,5e+00,4.2e+01,1e+00,Jezzine_District,South_Governorate,Qaytouleh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qbaiyat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3e+01,Impact Open Data,2e+01,2e+01,1.5e+01,5e+00,1e+01,Akkar_District,Akkar_Governorate,Qbaiyat Aakkar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qelaya,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,1e+00,3e+01,Impact Open Data,3e+01,1e+01,5e+00,1e+01,5e+00,Western_Beqaa_District,Beqaa_Governorate,Qelaya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qennabet+Broummana,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,2e+00,1e+01,Impact Open Data,2.5e+01,2e+01,3e+01,9e+00,5e+00,Matn_District,Mount_Lebanon_Governorate,Qennabet Broummana,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qennarit,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,3e+00,8e+00,Impact Open Data,2.5e+01,2.5e+01,1e+01,2e+01,2e+00,Sidon_District,South_Governorate,Qennarit,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qild+Es+Sabea,https://impact.cib.gov.lb/home#open_data_section,nan,5e+01,1e+00,3e+00,Impact Open Data,5e+00,1e+01,1e+00,3e+01,1e+00,Baalbek_District,Baalbek-Hermel_Governorate,Qild Es Sabea,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qlaiaa,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,0e+00,2.4e+01,Impact Open Data,3e+01,3.5e+01,2e+00,7e+00,1e+00,Marjeyoun_District,Nabatieh_Governorate,Qlaiaa,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qlaileh+Harfoush,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Baalbek_District,Baalbek-Hermel_Governorate,Qlaileh Harfoush,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qlaileh+Sour,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,2e+00,1.4e+01,Impact Open Data,3e+01,2e+01,5e+00,2e+01,1e+01,Tyre_District,South_Governorate,Qlaileh Sour,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qleiaat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1e+01,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,0e+00,Akkar_District,Akkar_Governorate,Qleiaat Aakkar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qleiaat+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,1e+02,Keserwan_District,Mount_Lebanon_Governorate,Qleiaat Kesrouane,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qloud+El-Baqieh,https://impact.cib.gov.lb/home#open_data_section,nan,2e+01,1e+01,1e+01,Impact Open Data,1e+01,2e+01,1e+01,3e+01,0e+00,Akkar_District,Akkar_Governorate,Qloud El-Baqieh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qmatiyeh,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,5e+00,3e+01,Impact Open Data,3e+01,1e+01,1e+01,7e+00,1e+01,Aley_District,Mount_Lebanon_Governorate,Qmatiyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qnat,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,1e+01,3e+01,Impact Open Data,4e+01,1.1e+01,5e+00,1e+01,3e+00,Bsharri_District,North_Governorate,Qnat,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qobbayaa,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+00,2.7e+01,Impact Open Data,2.7e+01,2e+01,6e+00,1e+01,5e+00,Baabda_District,Mount_Lebanon_Governorate,Qobbayaa,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qornayel,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,2.5e+01,Impact Open Data,1e+01,1.5e+01,2e+01,2e+01,5e+00,Baabda_District,Mount_Lebanon_Governorate,Qornayel,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qornet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,3e+00,1.7e+01,Impact Open Data,3e+01,2.5e+01,5e+00,2e+01,2e+00,Akkar_District,Akkar_Governorate,Qornet Aakkar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qornet+El-Hamra,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,2.5e+01,Impact Open Data,2.5e+01,1e+01,1e+01,1e+01,2e+01,Matn_District,Mount_Lebanon_Governorate,Qornet El-Hamra,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qortada,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,0e+00,4e+01,Impact Open Data,2e+01,1e+01,1e+01,8e+00,1e+01,Baabda_District,Mount_Lebanon_Governorate,Qortada,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qoubber+Chamra,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,2e+01,2e+00,Impact Open Data,1.5e+01,1.5e+01,2.5e+01,4e+01,0e+00,Akkar_District,Akkar_Governorate,Qoubber Chamra,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qounaitra,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,3e+01,1e+01,Impact Open Data,2e+01,1.5e+01,5e+00,4e+01,5e+00,Sidon_District,South_Governorate,Qounaitra,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qoussaya,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,0e+00,1.5e+01,Impact Open Data,3e+01,2e+01,8e+00,1.5e+01,1e+01,ZahlÃ©_District,Beqaa_Governorate,Qoussaya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qraine,https://impact.cib.gov.lb/home#open_data_section,nan,2e+01,4e+00,1.2e+01,Impact Open Data,3e+01,2e+01,8e+00,1e+01,0e+00,MiniyehâDanniyeh_District,North_Governorate,Qraine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qraiyat,https://impact.cib.gov.lb/home#open_data_section,nan,1.5e+01,2e+01,8e+00,Impact Open Data,1e+01,2e+01,1e+00,4.5e+01,1e+00,Akkar_District,Akkar_Governorate,Qraiyat,Educational_Level-Lebanon-2023
